	arrow-move-down	direction, south, bottom	Kierunek, południe, dół	1	Arrows				Ilość zrobionych:
	arrow-move-left	direction, west	Kierunek, zachód	1	Arrows				256
	arrow-move-right	direction, east	Kierunek, wschód	1	Arrows
	arrow-move-up	direction, north, top	Kierunek, północ, góra	1	Arrows				128 zł
	arrows-diff	direction, right, left, west, east	kierunek, prawy, lewy, zachód, wschód	1	Arrows
	arrows-transfer-down	direction, south, bottom	Kierunek, południe, dół	1	Arrows
	arrows-transfer-up	direction, north, top	Kierunek, północ, góra	1	Arrows				https://www.iconfinder.com/
	augmented-reality-2	technology, dimensional, geometry	Technologia, wymiar, geometria	1					https://tabler-icons.io/
	bleach	clothing, washing, chemical, laundry	odzież, pranie, chemikalia, pranie	1	Laundry				https://www.deepl.com/translator
	bleach-chlorine	clothing, washing, chemical, laundry, detergent, clean	odzież, pranie, chemikalia, pranie, detergent, czysty	1	Laundry
	bleach-no-chlorine	clothing, washing, chemical, laundry	odzież, pranie, chemikalia, pranie	1	Laundry
	bleach-off	clothing, washing, chemical, laundry	odzież, pranie, chemikalia, pranie	1	Laundry
	box-align-bottom	rectangle, side, down, south	prostokąt, boku, w dół, na południe	1	Design
	box-align-bottom-left	cube, side, down, south-west	kostka, bok, w dół, na południowy zachód	1	Design
	box-align-bottom-right	cube, side, down, south-east	kostka, bok, w dół, na południowy wschód	1	Design
	box-align-left	rectangle side, west	Strona prostokąta, zachód	1	Design
	box-align-right	rectangle, side, east	prostokąt, bok, wschód	1	Design
	box-align-top	rectangle, side, up, north	prostokąt, boku, w górę, na północ	1	Design
	box-align-top-left	cube, side, up, north-west	kostka, bok, w górę, na północny zachód	1	Design
	box-align-top-right	cube, side, up, north-east	kostka, bok, w górę, na północny wschód	1	Design
	brand-algolia			0	Brand		??
	brand-alpine-js	javascript, programming, coding	JavaScript, programowanie, kodowanie	1	Brand
	brand-backbone	javascript, programmers, creation, websites	JavaScript, programistów, tworzenie, strony internetowe	1	Brand
	brand-blender	software, graphic, 3D, animation	oprogramowanie, grafika, 3D, animacja	1	Brand
	brand-blogger	media, blogging, internet, social, site	Media, blogowanie, Internet, Social, strona	1	Brand
	brand-bulma	programming, coding, html, css 	programowanie, kodowanie, HTML, CSS	1	Brand
	brand-campaignmonitor	technology, e-mail, site, cm, group	Technologia, e-mail, strona, CM, grupa	1	Brand
	brand-carbon			0	Brand		??
	brand-cashapp	payment, finance, mobile, app, money, transfer	płatność, finanse, telefon komórkowy, aplikacja, pieniądze, przelew	1	Brand
	brand-codecov	coding, analysis, archive, merge	Kodowanie, analiza, archiwum, scalanie	1	Brand
	brand-couchsurfing	app, website, accommodation, lodging	Aplikacja, strona internetowa, zakwaterowanie, zakwaterowanie	1	Brand
	brand-dcos	os, operating, system, cloud, services, networking	OS, działanie, system, chmura, usługi, sieci	1	Brand
	brand-django	creation, web, application, framework	tworzenie, sieć, aplikacja, framework	1	Brand
	brand-drupal	software, content, management, creation, application	oprogramowanie, treść, zarządzanie, tworzenie, aplikacja	1	Brand
	brand-envato	community, creative, resources, tools	społeczność, kreatywność, zasoby, narzędzia	1	Brand
	brand-flutter	tools, programmer, creation, aplication	narzędzia, programista, tworzenie, aplikacja	1	Brand
	brand-gatsby	framework, webpage, creation, software	ramy, strona internetowa, tworzenie, oprogramowanie	1	Brand
	brand-google-fit	health, tracking, platform, software	Zdrowie, śledzenie, platforma, oprogramowanie	1	Brand
	brand-grammarly	text, editor, detects, mistakes, grammar	tekst, redaktor, wykrywa, błędy, gramatyka	1	Brand
	brand-graphql	software, communication, server	oprogramowanie, komunikacja, serwer	1	Brand
	brand-headlessui	tailwind, css, js, javascript	Tailwind, CSS, JS, JavaScript	1	Brand		??
	brand-inertia			0	Brand		??
	brand-laravel	framework, software, php, modular, application, building, system	Framework, oprogramowanie, php, modułowy, aplikacja, budowa, system	1	Brand
	brand-mailgun	delivery, service, tracking, pickup	dostawa, usługa, śledzenie, odbiór	1	Brand
	brand-mantine	creation, web, application, development	Tworzenie, sieć, aplikacja, programowanie	1	Brand
	brand-mixpanel	analytics, buisness, software, application	Analytics, Buisness, oprogramowanie, aplikacja	1	Brand
	brand-nord-vpn	protects, device, software	Chroni, urządzenie, oprogramowanie	1	Brand
	brand-office	text, editor, software, word, excel	tekst, edytor, oprogramowanie, słowo, program Excel	1	Brand
	brand-ok-ru	socialmedia, message, posts	Socialmedia, wiadomość, posty	1	Brand
	brand-openvpn	software, creating, secure, connection	oprogramowanie, tworzenie, bezpieczne, połączenie	1	Brand
	brand-peanut			0	Brand		??
	brand-pushbullet	data, transfer, tool, software	Dane, transfer, narzędzie, oprogramowanie	1	Brand
	brand-react	library, javascript, creation, interface, software	Biblioteka, JavaScript, tworzenie, interfejs, oprogramowanie	1	Brand
	brand-redhat	software, entrepreneurship, creation	oprogramowanie, przedsiębiorczość, tworzenie	1	Brand
	brand-redux	library, javascript, menagment, centralization, application, status	Biblioteka, JavaScript, Menagment, centralizacja, zastosowanie, status	1
	brand-storybook	tool, creation, interface, application	narzędzie, tworzenie, interfejs, aplikacja	1	Brand
	brand-trello	visual, tool, board, kanban	Wizualne, narzędzie, tablica, Kanban	1	Brand
	brand-unity	engine, creation, 3d, 2d	silnik, stworzenie, 3D, 2d	1	Brand
	brand-upwork	freelancer, software, finance	Freelancer, oprogramowanie, finanse	1	Brand
	brand-valorant	game, fps, videogame, shooter	Gra, FPS, gra wideo, strzelanka	1	Brand
	brand-cypress			0	Brand		??
	brand-visa	payment, card, method, pay	Płatność, karta, metoda, zapłata	1	Brand
	brand-vsco	photography, image, application	Fotografia, obraz, aplikacja	1	Brand
	brand-vscode	code, editor, software	kod, edytor, oprogramowanie	1	Brand
	brand-webflow	web, website, creation	Internet, strona internetowa, tworzenie	1	Brand
	brand-wix	logo, maker, web, website	Logo, twórca, internet, strona internetowa	1	Brand
	brand-wordpress	logotype, web, website, glyph, social	Logotyp, Internet, strona internetowa, glif, społeczności	1	Brand
	brand-xbox	game, console, videogame, controller	gra, konsola, gra wideo, kontroler	1	Brand
	brand-zeit	consulting, software	Konsultacje, oprogramowanie	1	Brand
	bus-stop	transport, station, city, travel	Transport, stacja, miasto, podróż	1	Vehicles
	chair-director	film, seat, furniture, interior	Film, siedzenie, meble, wnętrze	1
	chalkboard	school, classroom, education, learn	szkoła, klasa, edukacja, naucz	1	Document
	chart-treemap	diagram, analytics, buisness, data	Diagram, analityka, buzness, dane	1
	chess	game, strategy, pawn, figure	gra, strategia, pionek, figura	1	Sport
	chisel	tool, equipment, work, wood	narzędzie, sprzęt, praca, drewno	1
	clipboard-copy	duplicate, paste, document, task 	duplikat, wklej, dokument, zadanie	1	Document
	clipboard-heart	medical, health, healthcare, medicine, hospital	medycyna, zdrowie, opieka zdrowotna, medycyna, szpital	1	Document
	clipboard-typography	document, list, raport, paper	Dokument, lista, raport, papier	1	Document
	clock-hour-1	time, watch, timer, alarm, minutes, seconds	czas, zegarek, timer, alarm, minuty, sekundy	1	System
	clock-hour-10	time, watch, timer, alarm, minutes, seconds	czas, zegarek, timer, alarm, minuty, sekundy	1	System
	clock-hour-11	time, watch, timer, alarm, minutes, seconds	czas, zegarek, timer, alarm, minuty, sekundy	1	System
	clock-hour-12	time, watch, timer, alarm, minutes, seconds	czas, zegarek, timer, alarm, minuty, sekundy	1	System
	clock-hour-2	time, watch, timer, alarm, minutes, seconds	czas, zegarek, timer, alarm, minuty, sekundy	1	System
	clock-hour-3	time, watch, timer, alarm, minutes, seconds	czas, zegarek, timer, alarm, minuty, sekundy	1	System
	clock-hour-4	time, watch, timer, alarm, minutes, seconds	czas, zegarek, timer, alarm, minuty, sekundy	1	System
	clock-hour-5	time, watch, timer, alarm, minutes, seconds	czas, zegarek, timer, alarm, minuty, sekundy	1	System
	clock-hour-6	time, watch, timer, alarm, minutes, seconds	czas, zegarek, timer, alarm, minuty, sekundy	1	System
	clock-hour-7	time, watch, timer, alarm, minutes, seconds	czas, zegarek, timer, alarm, minuty, sekundy	1	System
	clock-hour-8	time, watch, timer, alarm, minutes, seconds	czas, zegarek, timer, alarm, minuty, sekundy	1	System
	clock-hour-9	time, watch, timer, alarm, minutes, seconds	czas, zegarek, timer, alarm, minuty, sekundy	1	System
	code-asterix	coding, programming, html	Kodowanie, programowanie, HTML	1	Text
	currency-dollar-brunei	exchange, buisness, commerce	Wymiana, Buisness, handel	1	Currencies
	currency-dollar-guyanese	exchange, buisness, commerce	Wymiana, Buisness, handel	1	Currencies
	currency-dollar-zimbabwean	exchange, buisness, commerce	Wymiana, Buisness, handel	1	Currencies
	currency-dong	vietnam, exchange, finance, money, cash	Wietnam, wymiana, finanse, pieniądze, gotówka	1	Currencies
	currency-dram	exchange, finance, money, cash, armenia	Wymiana, finanse, pieniądze, gotówka, armenia	1	Currencies
	currency-guarani	exchange, finance, money, cash, paraguay	Wymiana, finanse, pieniądze, gotówka, paragwaj	1	Currencies
	currency-hryvnia	exchange, finance, money, cash, ukraine	Wymiana, finanse, pieniądze, gotówka, Ukraina	1	Currencies
	currency-kip	exchange, finance, money, cash, laos	Wymiana, finanse, pieniądze, gotówka, Laos	1	Currencies
	currency-lari	exchange, finance, money, cash, georgia	Wymiana, finanse, pieniądze, gotówka, Georgia	1	Currencies
	currency-lyd	exchange, finance, money, cash, libya	Wymiana, finanse, pieniądze, gotówka, Libia	1	Currencies
	currency-manat	exchange, finance, money, cash, azerbaijan	Wymiana, finanse, pieniądze, gotówka, azerbejdżan	1	Currencies
	currency-monero	exchange, finance, money, cash, cryptocurrency	Wymiana, finanse, pieniądze, gotówka, kryptowaluta	1	Currencies
	currency-paanga	exchange, finance, money, cash, tonga	Wymiana, finanse, pieniądze, gotówka, tonga	1	Currencies
	currency-quetzal	exchange, finance, money, cash, guatemala	Wymiana, finanse, pieniądze, gotówka, gwatemala	1	Currencies
	currency-rufiyaa	exchange, finance, money, cash, maldives	Wymiana, finanse, pieniądze, gotówka, Malediwy	1	Currencies
	currency-rupee-nepalese	exchange, finance, money, cash, nepal	Wymiana, finanse, pieniądze, gotówka, Nepal	1	Currencies
	currency-som	exchange, finance, money, cash, kyrgyzstan	Wymiana, finanse, pieniądze, gotówka, kirgistan	1	Currencies
	currency-tenge	exchange, finance, money, cash, kazakhstan	Wymiana, finanse, pieniądze, gotówka, kazachstan	1	Currencies
	currency-yuan	exchange, finance, money, cash, china	Wymiana, finanse, pieniądze, gotówka, Chiny	1	Currencies
	device-sd-card	memory, storage, technology, data	pamięć, pamięć, technologia, dane	1
	disc-golf	frisbee, throw, sport, activity	Frisbee, rzut, sport, aktywność	1	Sport
	egg-cracked	breaking, broken, food, breakfast	łamanie, złamanie, jedzenie, śniadanie	1	Food
	egg-fried	food, breakfast, cooking, kitchen	jedzenie, śniadanie, gotowanie, kuchnia	1	Food
	empathize	pepole, understund, thinking, care	pepole, analiza, myślenie, opieka	1	Health
	exposure-0	digit, math, number, evaluation	cyfra, matematyka, liczba, ocena	1	Photography
	exposure-minus-1	digit, math, number, evaluation	cyfra, matematyka, liczba, ocena	1	Photography
	exposure-minus-2	digit, math, number, evaluation	cyfra, matematyka, liczba, ocena	1	Photography
	exposure-plus-1	digit, math, number, evaluation	cyfra, matematyka, liczba, ocena	1	Photography
	exposure-plus-2	digit, math, number, evaluation	cyfra, matematyka, liczba, ocena	1	Photography
	file-orientation	document, arrow, change, modify, page	Dokument, strzałka, zmiana, modyfikuj, strona	1	Document
	grill-fork	cook, cooking, bbq, meat, tool	gotować, gotować, grill, mięso, narzędzie	1	Food
	grill-spatula	cook, cooking, bbq, meat, tool	gotować, gotować, grill, mięso, narzędzie	1	Food
	hearts	love, valentine, romantic, romance, marriage	Miłość, walentynka, romantyczna, romans, małżeństwo	1	Shapes
	home-bolt	electrity, energy, power, lightning, energetic, house	Elektryczność, energia, moc, błyskawica, energetyka, dom	1	Buildings
	home-cancel	delete, house, building, close	Usuń, dom, budynek, blisko	1	Buildings
	home-check	house, tick, mark, assure, safety	dom, klesz, znak, zapewnianie, bezpieczeństwo	1	Buildings
	home-cog	gear, house, building, settings, renovation	sprzęt, dom, budynek, ustawienia, renowacja	1	Buildings
	home-dollar	buisness, house, estate, finance, building, money	Buisness, dom, majątek, finanse, budynek, pieniądze	1	Buildings
	home-dot	notification, alert, monitor	Powiadomienie, alert, monitor	1	Buildings		??
	home-down	property, estate, bottom, south, house	nieruchomość, nieruchomość, dół, południe, dom	1	Buildings
	home-eco	ecology, energy, nature, leaf, house	ekologia, energia, natura, liść, dom	1	Buildings
	home-edit	house, building, renovation, estate	Dom, budynek, renowacja, nieruchomość	1	Buildings
	home-exclamation	warning, danger, accident, house	Ostrzeżenie, niebezpieczeństwo, wypadek, dom	1	Buildings
	home-heart	love, sweet, dating, care, safety	Miłość, słodka, randki, opieka, bezpieczeństwo	1	Buildings
	home-link	address, technology, smart, internet	Adres, technologia, inteligentny, Internet	1	Buildings
	home-minus	remove, delete, cancel, close	usuń, usuń, anuluj, zamknij	1	Buildings
	home-move	relocation, moving, house, change, exchange	Przeniesienie, poruszanie się, dom, zmiana, wymiana	1	Buildings
	home-plus	add, building, new, create	Dodaj, budowanie, nowe, stwórz	1	Buildings
	home-question	support, help, information, ask, anwser	Wsparcie, pomoc, informacje, zapytaj, anwser	1	Buildings
	home-ribbon	contract, certifited, achievement	Umowa, certyfikat, osiągnięcie	1	Buildings
	home-search	find, estate, house, building	Znajdź, posiadłość, dom, budynek	1	Buildings
	home-share			0	Buildings		??
	home-shield	security, safety, secure, safe	Bezpieczeństwo, bezpieczeństwo, bezpieczne, bezpieczne	1	Buildings
	home-signal	wi-fi, communication, internet, wireless	Wi-Fi, komunikacja, Internet, bezprzewodowy	1	Buildings
	home-star	best, favourite, like, house	Najlepszy, ulubiony, jak dom	1	Buildings
	home-stats	analytics, business, finance	Analityka, biznes, finanse	1	Buildings
	home-up	arrow, higher, house, north	strzałka, wyższa, dom, północ	1	Buildings
	home-x	off, sale, commerce	Off, sprzedaż, handel	1	Buildings
	input-search	find, website, field, explore	Znajdź, strona internetowa, pole, eksploruj	1	Text
	ironing-1	clotches, housework, iron, smooth 	klimaty, prace domowe, żelazo, gładkie	1	Laundry
	ironing-2	clotches, housework, iron, smooth 	klimaty, prace domowe, żelazo, gładkie	1	Laundry
	ironing-3	clotches, housework, iron, smooth 	klimaty, prace domowe, żelazo, gładkie	1	Laundry
	ironing-off	clotches, housework, iron, smooth 	klimaty, prace domowe, żelazo, gładkie	1	Laundry
	ironing-steam	clotches, housework, iron, smooth, water	klimaty, prace domowe, żelazo, gładka, woda	1	Laundry
	ironing-steam-off	clotches, housework, iron, smooth, water	klimaty, prace domowe, żelazo, gładka, woda	1	Laundry
	lasso-polygon	geometry, adobe, tool, shape	Geometria, Adobe, narzędzie, kształt	1	Design
	layout-collage	grid, dashboard, image, interface, editing	siatka, pulpit, obraz, interfejs, edycja	1	Design
	location-broken	delete, map, navigation, pin	Usuń, mapę, nawigacja, pin	1	Map
	message-chatbot	automatic, robot, assistant, support	automatyczny, robot, asystent, wsparcie	1	Communication
	mickey	fable, cartoon, mouse, kids	bajka, kreskówka, mysz, dzieci	1
	mood-angry	mad, feeling, face, nervous	szalony, uczucie, twarz, nerwowy	1	Mood
	mood-annoyed	appalled, agitated, upset, angry, face 	przerażony, wzburzony, zdenerwowany, zły, twarz	1	Mood
	mood-annoyed-2	appalled, agitated, upset, angry, face 	przerażony, wzburzony, zdenerwowany, zły, twarz	1	Mood
	mood-look-left	west, face, direction	Zachód, twarz, kierunek	1	Mood
	mood-look-right	east, face, direction	Wschód, twarz, kierunek	1	Mood
	mood-nerd	geek, face, bore	maniak, twarz, nuda	1	Mood
	mood-sad-2	face, emoji, emotion, mad	twarz, emoji, emocje, szalone	1	Mood
	mood-sad-dizzy	face, emoji, emotion, mad, displeased	twarz, emoji, emocje, szalone, niezadowolone	1	Mood
	mood-sad-squint	face, emoji, emotion, mad	twarz, emoji, emocje, szalone	1	Mood
	mood-sick	face, emoji, emotion, suffering, unhealthy	twarz, emoji, emocje, cierpienie, niezdrowe	1	Mood
	mood-silence	face, emoji, emotion, quiet	twarz, emoji, emocje, cicha	1	Mood
	mood-sing	face, emoji, emotion, song, melody	twarz, emoji, emocje, piosenka, melodia	1	Mood
	mood-smile-beam	face, emoji, emotion, happy, smiley	twarz, emoji, emocje, szczęśliwe, buźka	1	Mood
	mood-smile-dizzy	face, emoji, emotion, happy, smiley	twarz, emoji, emocje, szczęśliwe, buźka	1	Mood
	mood-tongue-wink	face, emoji, emotion, happy, joke	twarz, emoji, emocje, szczęśliwe, żart	1	Mood
	mood-tongue-wink-2	face, emoji, emotion, happy, joke	twarz, emoji, emocje, szczęśliwe, żart	1	Mood
	mood-unamused	face, emoji, emotion, unfunny, unhappy, unsmilling	Twarz, emoji, emocje, niezadowolone, nieszczęśliwe, bezstronne	1	Mood
	mood-wink	face, emoji, emotion, smile, funny, happy	twarz, emoji, emocje, uśmiech, zabawny, szczęśliwy	1	Mood
	mood-wink-2	face, emoji, emotion, smile, funny, happy	twarz, emoji, emocje, uśmiech, zabawny, szczęśliwy	1	Mood
	mood-wrrr	face, emoji, emotion, disgusted	twarz, emoji, emocje, oburzona	1	Mood
	mood-xd	face, emoji, emotion, funny, happy, smiley, joke	twarz, emoji, emocje, zabawne, szczęśliwe, buźki, żart	1	Mood
	navigation	map, location, direction, pin, gps	Mapa, lokalizacja, kierunek, pin, GPS	1	Map
	packages	delivery, boxes, storage	dostawa, pudełka, pamięć	1
	photo-cancel	delete, gallery, image	Usuń, galeria, obraz	1	Media
	photo-check	success, complete, image, gallery	Sukces, kompletny, obraz, galeria	1	Media
	photo-down	image, gallery, download, arrow, south	Zdjęcie, galeria, pobieranie, strzałka, południe	1	Media
	photo-edit	image, gallery, tool, create	obraz, galeria, narzędzie, twórz	1	Media
	photo-heart	image, gallery, love, romance, wedding	Zdjęcie, galeria, miłość, romans, ślub	1	Media
	photo-minus	image, gallery, delete, remove	obraz, galeria, usuń, usuń	1	Media
	photo-plus	image, gallery, add, new	obraz, galeria, dodaj, nowy	1	Media
	photo-search	image, gallery, find, zoom	obraz, galeria, znajdź, powiększanie	1	Media
	photo-shield	image, gallery, safety, secure	obraz, galeria, bezpieczeństwo, bezpieczne	1	Media
	photo-star	image, gallery, favourite, best	Zdjęcie, galeria, ulubione, najlepsze	1	Media
	photo-up	image, gallery, load, send, arrow, north	Zdjęcie, galeria, załaduj, wyślij, strzałka, północ	1	Media
	photo-x	image, gallery, delete, remove	obraz, galeria, usuń, usuń	1	Media
	pig-money	coin, finance, saving, bank	Monety, finanse, oszczędzanie, bank	1	Animals
	ping-pong	table, tennis, ball, sport, racket	stół, tenis, piłka, sport, rakieta	1	Sport
	playstation-circle	controller, console, shape, joystick	kontroler, konsola, kształt, joystick	1	Devices
	playstation-square	controller, console, shape, joystick	kontroler, konsola, kształt, joystick	1	Devices
	playstation-triangle	controller, console, shape, joystick	kontroler, konsola, kształt, joystick	1	Devices
	playstation-x	controller, console, shape, joystick	kontroler, konsola, kształt, joystick	1	Devices
	regex	regular, expression, code, replace, programming, coding, variables	regularne, wyrażenie, kod, zastąpienie, programowanie, kodowanie, zmienne	1	Text
	script	code, programming, coding, document, development	kod, programowanie, kodowanie, dokument, tworzenie	1	Document
	script-minus	code, programming, coding, remove, delete	kod, programowanie, kodowanie, usuwanie, usuwanie	1	Document
	script-plus	code, programming, coding, add, new	kod, programowanie, kodowanie, dodanie, nowe	1	Document
	script-x	code, programming, coding, remove, delete	kod, programowanie, kodowanie, usuwanie, usuwanie	1	Document
	server-bolt	data, database, storage, lighting, power, energy 	Dane, baza danych, magazyn, oświetlenie, moc, energia	1	Devices
	server-cog	settings, storage, data, database	Ustawienia, pamięć, dane, baza danych	1	Devices
	shield-half	safe, security, secure, safety, protect, protection	bezpieczne, bezpieczeństwo, bezpieczeństwo, bezpieczeństwo, ochrona, ochrona	1	System
	shield-half-filled	safe, security, secure, safety, protect, protection	bezpieczne, bezpieczeństwo, bezpieczeństwo, bezpieczeństwo, ochrona, ochrona	1	System
	stretching	exercise, yoga, workout, fitness, gym, body	Ćwiczenia, joga, trening, fitness, siłownia, ciało	1	Sport
	text-color	format, document, file, edit	format, dokument, plik, edytuj	1	Text
	text-orientation	aglinment, file, document, edit, right	aglinment, plik, dokument, edycja, prawo	1	Text
	text-plus	add, new, document, file, edit	Dodaj, nowy, dokument, plik, edytuj	1	Text
	text-size	font, edit, document, type, letter	czcionka, edytuj, dokument, typ, list	1	Text
	text-spellcheck	grammar, spelling, ortography	gramatyka, pisownia, ortografia	1	Text
	tooltip	info, help, information, advise	Informacje, pomoc, informacje, doradztwo	1	System
	tower	building, castle, fortress, palace	Budynek, zamek, forteca, pałac	1	Buildings
	tower-off	building, castle, fortress, palace	Budynek, zamek, forteca, pałac	1	Buildings
	transform	change, convert, adaptation, direction	Zmień, przekonwertować, adaptacja, kierunek	1
	transition-bottom	direction, south, down, moving	kierunek, południe, w dół, poruszanie się	1	Arrows
	transition-left	direction, west, moving	Kierunek, zachód, poruszający się	1	Arrows
	transition-right	direction, east, moving	kierunek, wschód, poruszający się	1	Arrows
	transition-top	direction, north, up, moving	kierunek, na północ, w górę, poruszanie się	1	Arrows
	trowel	tool, garden, equipment, mason, cement	narzędzie, ogród, sprzęt, mason, cement	1
	ux-circle	user, experience	doświadczenie użytkownika	1	Design		??
	variable-minus	off, delete, maths, mathematics, science, calculate, function	Off, usuwanie, matematyka, matematyka, nauka, oblicz, funkcjonuj	1	Math
	variable-plus	add, new, maths, mathematics, science, calculate, function	Dodaj, nowe, matematyczne, matematyki, nauki, oblicz, funkcjonuj	1	Math
	wash	clean, cleaning, hygiene, laundry, clothes	Czyszczenie, czyszczenie, higiena, pranie, ubrania	1	Laundry
	wash-dry	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-dry-1	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-dry-2	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-dry-3	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-dry-a	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-dry-dip	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-dry-f	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-dry-hang	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-dry-off	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-dry-p	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-dry-shade	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-dry-w	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-dryclean	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-dryclean-off	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-gentle	laundry, clean, clear, clothes, machine, delicate	pranie, czyste, czyste, ubrania, maszyna, delikatna	1	Laundry
	wash-off	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-press	laundry, clean, clear, clothes, machine, permanent	pranie, czyste, czyste, ubrania, maszyna, stałe	1	Laundry
	wash-temperature-1	laundry, clean, clear, clothes, low, cold	pranie, czyste, czyste, ubrania, niskie, zimne	1	Laundry
	wash-temperature-2	laundry, clean, clear, clothes, low, cold	pranie, czyste, czyste, ubrania, niskie, zimne	1	Laundry
	wash-temperature-3	laundry, clean, clear, clothes, medium	pranie, czyste, czyste, ubrania, średnie	1	Laundry
	wash-temperature-4	laundry, clean, clear, clothes, high, hot	pranie, czyste, czyste, ubrania, wysokie, gorące	1	Laundry
	wash-temperature-5	laundry, clean, clear, clothes, high, hot	pranie, czyste, czyste, ubrania, wysokie, gorące	1	Laundry
	wash-temperature-6	laundry, clean, clear, clothes, high, hot	pranie, czyste, czyste, ubrania, wysokie, gorące	1	Laundry
	wash-tumble-dry	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wash-tumble-off	laundry, clean, clear, clothes	pranie, czyste, czyste, ubrania	1	Laundry
	wood	tree, forest, natural, timber, log	drzewo, las, naturalny, drewno, dziennik	1
	world-www	internet, online, web, website, browser	Internet, online, internet, strona internetowa, przeglądarka	1	Map
	xbox-a	controller, joystick, button	kontroler, joystick, przycisk	1	Devices
	xbox-b	controller, joystick, button	kontroler, joystick, przycisk	1	Devices
	xbox-x	controller, joystick, button	kontroler, joystick, przycisk	1	Devices
	xbox-y	controller, joystick, button	kontroler, joystick, przycisk	1	Devices
	zoom-replace	find, change, switch, swap	Znajdź, zmień, przełącz, zamień	1	Map
